"(0, 0)",1417428,1669908,2686603,6615403
"(0, 1)",1341228,1356108,1422403,1549603
"(0, 2)",1341228,1356108,1422403,1549603
"(0, 3)",1341228,1356108,1422403,1549603
"(0, 4)",1420578,1356108,1422403,1549603
"(0, 5)",1373924,1356108,1422403,1549603
"(0, 6)",1373924,1356108,1422403,1549603
"(0, 7)",1373924,1356108,1422403,1549603
"(0, 8)",1420578,1673058,1422403,1549603
"(0, 9)",1373924,1388804,1422403,1549603
"(0, 10)",1373924,1388804,1422403,1549603
"(0, 11)",1373924,1388804,1422403,1549603
"(0, 12)",1420578,1388804,1422403,1549603
"(0, 13)",1373924,1388804,1422403,1549603
"(0, 14)",1373924,1388804,1422403,1549603
"(0, 15)",1373924,1388804,1422403,1549603
"(0, 16)",1420578,1673058,2689753,1549603
"(0, 17)",1407846,1388804,1455099,1549603
"(0, 18)",1407846,1388804,1455099,1549603
"(0, 19)",1407846,1388804,1455099,1549603
"(0, 20)",1420578,1388804,1455099,1549603
"(0, 21)",1373924,1388804,1455099,1549603
"(0, 22)",1373924,1388804,1455099,1549603
"(0, 23)",1373924,1388804,1455099,1549603
"(0, 24)",1453124,1673058,1455099,1549603
"(0, 25)",1373924,1388804,1455099,1549603
"(0, 26)",1373924,1388804,1455099,1549603
"(0, 27)",1373924,1388804,1455099,1549603
"(0, 28)",1420578,1388804,1455099,1549603
"(0, 29)",1407846,1388804,1455099,1549603
"(0, 30)",1407846,1388804,1455099,1549603
"(0, 31)",1407846,1388804,1455099,1549603
"(0, 32)",1420578,1673058,2689753,6618553
"(0, 33)",1373924,1422726,1455099,1582299
"(0, 34)",1373924,1422726,1455099,1582299
"(0, 35)",1373924,1422726,1455099,1582299
"(0, 36)",1453124,1422726,1455099,1582299
"(0, 37)",1407846,1422726,1455099,1582299
"(0, 38)",1407846,1422726,1455099,1582299
"(0, 39)",1407846,1422726,1455099,1582299
"(0, 40)",1420578,1673058,1455099,1582299
"(0, 41)",1443144,1388804,1455099,1582299
"(0, 42)",1443144,1388804,1455099,1582299
"(0, 43)",1443144,1388804,1455099,1582299
"(0, 44)",1420578,1388804,1455099,1582299
"(0, 45)",1407846,1388804,1455099,1582299
"(0, 46)",1407846,1388804,1455099,1582299
"(0, 47)",1407846,1388804,1455099,1582299
"(0, 48)",1453124,1705604,2689753,1582299
"(0, 49)",1373924,1388804,1455099,1582299
"(0, 50)",1373924,1388804,1455099,1582299
"(0, 51)",1373924,1388804,1455099,1582299
"(0, 52)",1420578,1388804,1455099,1582299
"(0, 53)",1407846,1388804,1455099,1582299
"(0, 54)",1407846,1388804,1455099,1582299
"(0, 55)",1407846,1388804,1455099,1582299
"(0, 56)",1487046,1673058,1455099,1582299
"(0, 57)",1373924,1422726,1455099,1582299
"(0, 58)",1373924,1422726,1455099,1582299
"(0, 59)",1373924,1422726,1455099,1582299
"(0, 60)",1420578,1422726,1455099,1582299
"(0, 61)",1407846,1422726,1455099,1582299
"(0, 62)",1407846,1422726,1455099,1582299
"(0, 63)",1407846,1422726,1455099,1582299
"(0, 64)",1420578,1673058,2689753,6618553
"(0, 65)",1373924,1388804,1489021,1582299
"(0, 66)",1373924,1388804,1489021,1582299
"(0, 67)",1373924,1388804,1489021,1582299
"(0, 68)",1420578,1388804,1489021,1582299
"(0, 69)",1407846,1388804,1489021,1582299
"(0, 70)",1407846,1388804,1489021,1582299
"(0, 71)",1407846,1388804,1489021,1582299
"(0, 72)",1453124,1705604,1489021,1582299
"(0, 73)",1373924,1422726,1489021,1582299
"(0, 74)",1373924,1422726,1489021,1582299
"(0, 75)",1373924,1422726,1489021,1582299
"(0, 76)",1453124,1422726,1489021,1582299
"(0, 77)",1407846,1422726,1489021,1582299
"(0, 78)",1407846,1422726,1489021,1582299
"(0, 79)",1407846,1422726,1489021,1582299
"(0, 80)",1453124,1673058,2689753,1582299
"(0, 81)",1407846,1458024,1455099,1582299
"(0, 82)",1407846,1458024,1455099,1582299
"(0, 83)",1407846,1458024,1455099,1582299
"(0, 84)",1453124,1458024,1455099,1582299
"(0, 85)",1373924,1458024,1455099,1582299
"(0, 86)",1373924,1458024,1455099,1582299
"(0, 87)",1373924,1458024,1455099,1582299
"(0, 88)",1453124,1673058,1455099,1582299
"(0, 89)",1443144,1422726,1455099,1582299
"(0, 90)",1443144,1422726,1455099,1582299
"(0, 91)",1443144,1422726,1455099,1582299
"(0, 92)",1420578,1422726,1455099,1582299
"(0, 93)",1407846,1422726,1455099,1582299
"(0, 94)",1407846,1422726,1455099,1582299
"(0, 95)",1407846,1422726,1455099,1582299
"(0, 96)",1420578,1705604,2722299,6618553
"(0, 97)",1443144,1388804,1455099,1582299
"(0, 98)",1443144,1388804,1455099,1582299
"(0, 99)",1443144,1388804,1455099,1582299
"(0, 100)",1453124,1388804,1455099,1582299
"(0, 101)",1407846,1388804,1455099,1582299
"(0, 102)",1407846,1388804,1455099,1582299
"(0, 103)",1407846,1388804,1455099,1582299
"(0, 104)",1453124,1673058,1455099,1582299
"(0, 105)",1407846,1422726,1455099,1582299
"(0, 106)",1407846,1422726,1455099,1582299
"(0, 107)",1407846,1422726,1455099,1582299
"(0, 108)",1453124,1422726,1455099,1582299
"(0, 109)",1407846,1422726,1455099,1582299
"(0, 110)",1407846,1422726,1455099,1582299
"(0, 111)",1407846,1422726,1455099,1582299
"(0, 112)",1453124,1739526,2689753,1582299
"(0, 113)",1407846,1388804,1489021,1582299
"(0, 114)",1407846,1388804,1489021,1582299
"(0, 115)",1407846,1388804,1489021,1582299
"(0, 116)",1487046,1388804,1489021,1582299
"(0, 117)",1407846,1388804,1489021,1582299
"(0, 118)",1407846,1388804,1489021,1582299
"(0, 119)",1407846,1388804,1489021,1582299
"(0, 120)",1487046,1673058,1489021,1582299
"(0, 121)",1407846,1422726,1489021,1582299
"(0, 122)",1407846,1422726,1489021,1582299
"(0, 123)",1407846,1422726,1489021,1582299
"(0, 124)",1420578,1422726,1489021,1582299
"(0, 125)",1407846,1422726,1489021,1582299
"(0, 126)",1407846,1422726,1489021,1582299
"(0, 127)",1407846,1422726,1489021,1582299
"(0, 128)",1453124,1673058,2689753,6618553
"(0, 129)",1373924,1388804,1455099,1616221
"(0, 130)",1373924,1388804,1455099,1616221
"(0, 131)",1373924,1388804,1455099,1616221
"(0, 132)",1420578,1388804,1455099,1616221
"(0, 133)",1443144,1388804,1455099,1616221
"(0, 134)",1443144,1388804,1455099,1616221
"(0, 135)",1443144,1388804,1455099,1616221
"(0, 136)",1453124,1673058,1455099,1616221
"(0, 137)",1407846,1422726,1455099,1616221
"(0, 138)",1407846,1422726,1455099,1616221
"(0, 139)",1407846,1422726,1455099,1616221
"(0, 140)",1487046,1422726,1455099,1616221
"(0, 141)",1373924,1422726,1455099,1616221
"(0, 142)",1373924,1422726,1455099,1616221
"(0, 143)",1373924,1422726,1455099,1616221
"(0, 144)",1453124,1705604,2722299,1616221
"(0, 145)",1443144,1388804,1489021,1616221
"(0, 146)",1443144,1388804,1489021,1616221
"(0, 147)",1443144,1388804,1489021,1616221
"(0, 148)",1453124,1388804,1489021,1616221
"(0, 149)",1407846,1388804,1489021,1616221
"(0, 150)",1407846,1388804,1489021,1616221
"(0, 151)",1407846,1388804,1489021,1616221
"(0, 152)",1487046,1705604,1489021,1616221
"(0, 153)",1443144,1422726,1489021,1616221
"(0, 154)",1443144,1422726,1489021,1616221
"(0, 155)",1443144,1422726,1489021,1616221
"(0, 156)",1453124,1422726,1489021,1616221
