2,1,32,1552603
2,2,4,1376774
2,2,8,1391654
2,2,16,1457949
2,2,32,1552603
2,3,4,1376774
2,3,8,1391654
2,3,16,1457949
2,3,32,1552603
2,4,4,1410846
2,4,8,1391654
2,4,16,1457949
2,4,32,1552603
2,5,4,1410846
2,5,8,1391654
2,5,16,1457949
2,5,32,1552603
2,6,4,1410846
2,6,8,1391654
2,6,16,1457949
2,6,32,1552603
2,7,4,1410846
2,7,8,1391654
2,7,16,1457949
2,7,32,1552603
2,8,4,1376924
2,8,8,1391804
2,8,16,1457949
2,8,32,1552603
2,9,4,1376924
2,9,8,1391804
2,9,16,1457949
2,9,32,1552603
2,10,4,1376924
2,10,8,1391804
2,10,16,1457949
2,10,32,1552603
2,11,4,1376924
2,11,8,1391804
2,11,16,1457949
2,11,32,1552603
2,12,4,1410846
2,12,8,1391804
2,12,16,1457949
2,12,32,1552603
2,13,4,1410846
2,13,8,1391804
2,13,16,1457949
2,13,32,1552603
2,14,4,1410846
2,14,8,1391804
2,14,16,1457949
2,14,32,1552603
2,15,4,1410846
2,15,8,1391804
2,15,16,1457949
2,15,32,1552603
3,0,4,1373774
3,0,8,1388654
3,0,16,1454949
3,0,32,1549603
3,1,4,1376774
3,1,8,1391654
3,1,16,1457949
3,1,32,1552603
3,2,4,1376774
3,2,8,1391654
3,2,16,1457949
3,2,32,1552603
3,3,4,1376774
3,3,8,1391654
3,3,16,1457949
3,3,32,1552603
3,4,4,1410846
3,4,8,1391654
3,4,16,1457949
3,4,32,1552603
3,5,4,1410846
3,5,8,1391654
3,5,16,1457949
3,5,32,1552603
3,6,4,1410846
3,6,8,1391654
3,6,16,1457949
3,6,32,1552603
3,7,4,1410846
3,7,8,1391654
3,7,16,1457949
3,7,32,1552603
3,8,4,1376924
3,8,8,1391804
3,8,16,1457949
3,8,32,1552603
3,9,4,1376924
3,9,8,1391804
3,9,16,1457949
3,9,32,1552603
3,10,4,1376924
3,10,8,1391804
3,10,16,1457949
3,10,32,1552603
3,11,4,1376924
3,11,8,1391804
3,11,16,1457949
3,11,32,1552603
3,12,4,1410846
3,12,8,1391804
3,12,16,1457949
3,12,32,1552603
3,13,4,1410846
3,13,8,1391804
3,13,16,1457949
3,13,32,1552603
3,14,4,1410846
3,14,8,1391804
3,14,16,1457949
3,14,32,1552603
3,15,4,1410846
3,15,8,1391804
3,15,16,1457949
3,15,32,1552603
4,0,4,1373924
4,0,8,1388654
4,0,16,1454949
4,0,32,1549603
4,1,4,1376924
4,1,8,1391654
4,1,16,1457949
4,1,32,1552603
4,2,4,1376924
4,2,8,1391654
4,2,16,1457949
4,2,32,1552603
4,3,4,1376924
4,3,8,1391654
4,3,16,1457949
4,3,32,1552603
4,4,4,1377074
4,4,8,1391654
4,4,16,1457949
4,4,32,1552603
4,5,4,1377074
4,5,8,1391654
4,5,16,1457949
4,5,32,1552603
4,6,4,1377074
4,6,8,1391654
4,6,16,1457949
4,6,32,1552603
4,7,4,1377074
4,7,8,1391654
4,7,16,1457949
4,7,32,1552603
4,8,4,1377074
4,8,8,1391804
4,8,16,1457949
4,8,32,1552603
4,9,4,1377074
4,9,8,1391804
4,9,16,1457949
4,9,32,1552603
4,10,4,1377074
4,10,8,1391804
4,10,16,1457949
4,10,32,1552603
4,11,4,1377074
4,11,8,1391804
4,11,16,1457949
4,11,32,1552603
4,12,4,1410996
4,12,8,1391804
4,12,16,1457949
4,12,32,1552603
4,13,4,1410996
4,13,8,1391804
4,13,16,1457949
4,13,32,1552603
4,14,4,1410996
4,14,8,1391804
4,14,16,1457949
4,14,32,1552603
4,15,4,1410996
4,15,8,1391804
4,15,16,1457949
4,15,32,1552603
5,0,4,1373924
5,0,8,1388654
5,0,16,1454949
5,0,32,1549603
5,1,4,1376924
5,1,8,1391654
5,1,16,1457949
5,1,32,1552603
5,2,4,1376924
5,2,8,1391654
5,2,16,1457949
5,2,32,1552603
5,3,4,1376924
5,3,8,1391654
5,3,16,1457949
5,3,32,1552603
5,4,4,1377074
5,4,8,1391654
5,4,16,1457949
5,4,32,1552603
5,5,4,1377074
5,5,8,1391654
5,5,16,1457949
5,5,32,1552603
5,6,4,1377074
5,6,8,1391654
5,6,16,1457949
5,6,32,1552603
5,7,4,1377074
5,7,8,1391654
5,7,16,1457949
5,7,32,1552603
5,8,4,1377074
5,8,8,1391804
5,8,16,1457949
5,8,32,1552603
5,9,4,1377074
5,9,8,1391804
5,9,16,1457949
5,9,32,1552603
5,10,4,1377074
5,10,8,1391804
5,10,16,1457949
5,10,32,1552603
5,11,4,1377074
5,11,8,1391804
5,11,16,1457949
5,11,32,1552603
5,12,4,1410996
5,12,8,1391804
5,12,16,1457949
5,12,32,1552603
5,13,4,1410996
5,13,8,1391804
5,13,16,1457949
5,13,32,1552603
5,14,4,1410996
5,14,8,1391804
5,14,16,1457949
5,14,32,1552603
5,15,4,1410996
5,15,8,1391804
5,15,16,1457949
5,15,32,1552603
6,0,4,1373924
6,0,8,1388654
6,0,16,1454949
6,0,32,1549603
6,1,4,1376924
6,1,8,1391654
6,1,16,1457949
6,1,32,1552603
6,2,4,1376924
6,2,8,1391654
6,2,16,1457949
6,2,32,1552603
6,3,4,1376924
6,3,8,1391654
6,3,16,1457949
6,3,32,1552603
6,4,4,1377074
6,4,8,1391654
6,4,16,1457949
6,4,32,1552603
6,5,4,1377074
6,5,8,1391654
6,5,16,1457949
6,5,32,1552603
6,6,4,1377074
6,6,8,1391654
6,6,16,1457949
6,6,32,1552603
6,7,4,1377074
6,7,8,1391654
6,7,16,1457949
6,7,32,1552603
6,8,4,1377074
6,8,8,1391804
6,8,16,1457949
6,8,32,1552603
6,9,4,1377074
6,9,8,1391804
6,9,16,1457949
6,9,32,1552603
6,10,4,1377074
6,10,8,1391804
6,10,16,1457949
6,10,32,1552603
6,11,4,1377074
6,11,8,1391804
6,11,16,1457949
6,11,32,1552603
6,12,4,1410996
6,12,8,1391804
6,12,16,1457949
6,12,32,1552603
6,13,4,1410996
6,13,8,1391804
6,13,16,1457949
6,13,32,1552603
6,14,4,1410996
6,14,8,1391804
6,14,16,1457949
6,14,32,1552603
6,15,4,1410996
6,15,8,1391804
6,15,16,1457949
6,15,32,1552603
7,0,4,1373924
7,0,8,1388654
7,0,16,1454949
7,0,32,1549603
7,1,4,1376924
7,1,8,1391654
7,1,16,1457949
7,1,32,1552603
7,2,4,1376924
7,2,8,1391654
7,2,16,1457949
7,2,32,1552603
7,3,4,1376924
7,3,8,1391654
7,3,16,1457949
7,3,32,1552603
7,4,4,1377074
7,4,8,1391654
7,4,16,1457949
7,4,32,1552603
7,5,4,1377074
7,5,8,1391654
7,5,16,1457949
7,5,32,1552603
7,6,4,1377074
7,6,8,1391654
7,6,16,1457949
7,6,32,1552603
7,7,4,1377074
7,7,8,1391654
7,7,16,1457949
7,7,32,1552603
7,8,4,1377074
7,8,8,1391804
7,8,16,1457949
7,8,32,1552603
7,9,4,1377074
7,9,8,1391804
7,9,16,1457949
7,9,32,1552603
7,10,4,1377074
7,10,8,1391804
7,10,16,1457949
7,10,32,1552603
7,11,4,1377074
7,11,8,1391804
7,11,16,1457949
7,11,32,1552603
7,12,4,1410996
7,12,8,1391804
7,12,16,1457949
7,12,32,1552603
7,13,4,1410996
7,13,8,1391804
7,13,16,1457949
7,13,32,1552603
7,14,4,1410996
7,14,8,1391804
7,14,16,1457949
7,14,32,1552603
7,15,4,1410996
7,15,8,1391804
7,15,16,1457949
7,15,32,1552603
8,0,4,1407846
8,0,8,1388804
8,0,16,1454949
8,0,32,1549603
8,1,4,1410846
8,1,8,1391804
8,1,16,1457949
8,1,32,1552603
8,2,4,1410846
8,2,8,1391804
8,2,16,1457949
8,2,32,1552603
8,3,4,1410846
8,3,8,1391804
8,3,16,1457949
8,3,32,1552603
8,4,4,1410996
8,4,8,1391804
8,4,16,1457949
8,4,32,1552603
8,5,4,1410996
8,5,8,1391804
8,5,16,1457949
8,5,32,1552603
8,6,4,1410996
8,6,8,1391804
8,6,16,1457949
8,6,32,1552603
8,7,4,1410996
8,7,8,1391804
8,7,16,1457949
8,7,32,1552603
8,8,4,1377074
8,8,8,1391954
8,8,16,1457949
8,8,32,1552603
8,9,4,1377074
8,9,8,1391954
8,9,16,1457949
8,9,32,1552603
8,10,4,1377074
8,10,8,1391954
8,10,16,1457949
8,10,32,1552603
8,11,4,1377074
8,11,8,1391954
8,11,16,1457949
8,11,32,1552603
8,12,4,1410996
8,12,8,1391954
8,12,16,1457949
8,12,32,1552603
8,13,4,1410996
8,13,8,1391954
8,13,16,1457949
8,13,32,1552603
8,14,4,1410996
8,14,8,1391954
8,14,16,1457949
8,14,32,1552603
8,15,4,1410996
8,15,8,1391954
8,15,16,1457949
8,15,32,1552603
