0,0,4,1521878
0,0,8,1540733
0,0,16,1603143
0,0,32,1730343
0,1,4,1524878
0,1,8,1543733
0,1,16,1606143
0,1,32,1733343
0,2,4,1524878
0,2,8,1543733
0,2,16,1606143
0,2,32,1733343
0,3,4,1524878
0,3,8,1543733
0,3,16,1606143
0,3,32,1733343
0,4,4,1488354
0,4,8,1543733
0,4,16,1606143
0,4,32,1733343
0,5,4,1488354
0,5,8,1543733
0,5,16,1606143
0,5,32,1733343
0,6,4,1488354
0,6,8,1543733
0,6,16,1606143
0,6,32,1733343
0,7,4,1488354
0,7,8,1543733
0,7,16,1606143
0,7,32,1733343
0,8,4,1525028
0,8,8,1507209
0,8,16,1606143
0,8,32,1733343
0,9,4,1525028
0,9,8,1507209
0,9,16,1606143
0,9,32,1733343
0,10,4,1525028
0,10,8,1507209
0,10,16,1606143
0,10,32,1733343
0,11,4,1525028
0,11,8,1507209
0,11,16,1606143
0,11,32,1733343
0,12,4,1563078
0,12,8,1507209
0,12,16,1606143
0,12,32,1733343
0,13,4,1563078
0,13,8,1507209
0,13,16,1606143
0,13,32,1733343
0,14,4,1563078
0,14,8,1507209
0,14,16,1606143
0,14,32,1733343
0,15,4,1563078
0,15,8,1507209
0,15,16,1606143
0,15,32,1733343
0,16,4,1525028
0,16,8,1543883
0,16,16,1569619
0,16,32,1733343
0,17,4,1525028
0,17,8,1543883
0,17,16,1569619
0,17,32,1733343
0,18,4,1525028
0,18,8,1543883
0,18,16,1569619
0,18,32,1733343
0,19,4,1525028
0,19,8,1543883
0,19,16,1569619
0,19,32,1733343
0,20,4,1488354
0,20,8,1543883
0,20,16,1569619
0,20,32,1733343
0,21,4,1488354
0,21,8,1543883
0,21,16,1569619
0,21,32,1733343
0,22,4,1488354
0,22,8,1543883
0,22,16,1569619
0,22,32,1733343
0,23,4,1488354
0,23,8,1543883
0,23,16,1569619
0,23,32,1733343
0,24,4,1525028
0,24,8,1543883
0,24,16,1569619
0,24,32,1733343
0,25,4,1525028
0,25,8,1543883
0,25,16,1569619
0,25,32,1733343
0,26,4,1525028
0,26,8,1543883
0,26,16,1569619
0,26,32,1733343
0,27,4,1525028
0,27,8,1543883
0,27,16,1569619
0,27,32,1733343
0,28,4,1567554
0,28,8,1543883
0,28,16,1569619
0,28,32,1733343
0,29,4,1525028
0,29,8,1543883
0,29,16,1569619
0,29,32,1733343
0,30,4,1525028
0,30,8,1543883
0,30,16,1569619
0,30,32,1733343
0,31,4,1525028
0,31,8,1543883
0,31,16,1569619
0,31,32,1733343
0,32,4,1525028
0,32,8,1543883
0,32,16,1534321
0,32,32,1696819
0,33,4,1525028
0,33,8,1543883
0,33,16,1534321
0,33,32,1696819
0,34,4,1525028
0,34,8,1543883
0,34,16,1534321
0,34,32,1696819
0,35,4,1525028
0,35,8,1543883
0,35,16,1534321
0,35,32,1696819
0,36,4,1525028
0,36,8,1543883
0,36,16,1534321
0,36,32,1696819
0,37,4,1525028
0,37,8,1543883
0,37,16,1534321
0,37,32,1696819
